RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_salary_ratio,products_per_year,age_group,engagement_score,credit_score_band,is_zero_balance,high_value_customer,tenure_stability,age_tenure_ratio,inactive_high_balance,clv_estimated,Exited
1199,10815253,708,0,1,74,2,203656.71,2,1,1,179911.11,1.1319788868020058,0.6666666666666666,3,0.85,2,0,1,0,24.666666666666668,0,5000.0,0
1200,17750502,602,1,1,81,10,183000.12,1,0,1,123600.09,1.4805704383351312,0.09090909090909091,3,0.575,1,0,0,2,7.363636363636363,0,5000.0,0
1201,16930516,397,1,0,35,2,166372.72,1,1,1,13575.9,12.254102188275674,0.3333333333333333,1,0.775,0,0,0,0,11.666666666666666,0,568.65,0
1202,19316869,651,1,1,81,0,0.0,2,1,0,72246.26,0.0,2.0,3,0.35,1,1,0,0,81.0,0,3034.53,1
1203,19261265,537,2,0,62,9,191635.04,2,1,0,188606.13,1.016054059037959,0.2,3,0.35,0,0,1,2,6.2,1,5000.0,0
1204,14192875,813,1,1,20,8,0.0,1,0,0,128031.1,0.0,0.1111111111111111,0,0.075,4,1,0,2,2.2222222222222223,0,5000.0,1
1205,10387861,800,0,1,86,5,6481.65,2,1,0,168504.3,0.038465555682818287,0.3333333333333333,3,0.35,4,0,0,1,14.333333333333334,0,5000.0,0
1206,14042150,300,0,1,75,9,0.0,1,1,0,100772.47,0.0,0.1,3,0.275,0,1,0,2,7.5,0,5000.0,0
1207,14537188,850,1,1,84,7,147039.1,1,1,1,94881.58,1.5496954235434999,0.125,3,0.775,4,0,0,2,10.5,0,5000.0,0
1208,15079772,796,0,0,75,1,0.0,2,1,1,115254.0,0.0,1.0,3,0.85,3,1,0,0,37.5,0,5000.0,0
1209,15824558,799,0,0,43,4,88423.83,2,1,0,170262.75,0.5193344443547144,0.4,1,0.35,3,0,0,1,8.6,1,5000.0,1
1210,12014821,574,0,1,44,10,187747.49,2,1,1,189985.47,0.9882150555247433,0.18181818181818182,1,0.85,0,0,1,2,4.0,0,5000.0,0
1211,18675710,449,2,0,38,7,0.0,2,1,1,111534.01,0.0,0.25,1,0.85,0,1,0,2,4.75,0,5000.0,0
1212,10118534,634,2,0,48,6,133989.39,1,0,0,191908.48,0.6981905740143739,0.14285714285714285,2,0.075,1,0,0,2,6.857142857142857,1,5000.0,0
1213,16996722,786,1,1,20,1,0.0,1,1,0,158901.6,0.0,0.5,0,0.275,3,1,0,0,10.0,0,5000.0,0
1214,18690780,547,0,1,73,5,118017.63,2,1,0,157482.39,0.7493973173932819,0.3333333333333333,3,0.35,0,0,0,1,12.166666666666666,1,5000.0,1
1215,10363388,842,0,1,74,1,153965.21,2,1,1,189484.42,0.8125438358265242,1.0,3,0.85,4,0,0,0,37.0,0,5000.0,1
1216,14431726,443,1,1,91,7,0.0,1,0,1,36676.07,0.0,0.125,3,0.575,0,1,0,2,11.375,0,2059.81,0
1217,12946161,770,0,0,59,2,63550.67,3,1,1,19275.86,3.2967334929028898,1.0,2,0.925,3,0,0,0,19.666666666666668,0,1074.17,0
1218,16902534,336,1,1,92,3,139900.09,2,1,1,32698.77,4.278320306228453,0.5,3,0.85,0,0,0,1,23.0,0,1704.37,1
1219,17684108,762,1,1,33,6,228429.88,1,0,1,117613.93,1.9421843808434867,0.14285714285714285,1,0.575,3,0,0,2,4.714285714285714,0,5000.0,0
1220,17761939,820,0,0,53,0,33511.34,1,1,1,173209.38,0.19347189238889723,1.0,2,0.775,4,0,0,0,53.0,0,5000.0,0
1221,13281262,687,0,1,76,7,80732.66,1,1,0,19856.43,4.065614734635852,0.125,3,0.275,2,0,0,2,9.5,1,1116.16,0
1222,13934495,643,0,0,77,4,0.0,2,1,1,106732.55,0.0,0.4,3,0.85,1,1,0,1,15.4,0,5000.0,0
1223,19989754,526,2,1,76,5,0.0,1,0,1,129027.07,0.0,0.16666666666666666,3,0.575,0,1,0,1,12.666666666666666,0,5000.0,0
1224,13867278,781,1,1,52,8,175236.04,1,1,1,125764.66,1.393353638823189,0.1111111111111111,2,0.775,3,0,0,2,5.777777777777778,0,5000.0,0
1225,17881890,369,0,1,23,8,83074.69,2,0,1,65255.75,1.2730436315017222,0.2222222222222222,0,0.65,0,0,0,2,2.5555555555555554,0,4495.68,1
1226,19787700,460,2,1,82,10,0.0,1,1,0,55920.01,0.0,0.09090909090909091,3,0.275,0,1,0,2,7.454545454545454,0,3623.7,0
1227,11503599,372,0,1,46,1,0.0,2,0,0,14296.96,0.0,1.0,2,0.15,0,1,0,0,23.0,0,648.55,0
1228,18172879,453,0,0,66,4,90034.91,2,1,0,40283.68,2.2349664934660027,0.4,3,0.35,0,0,0,1,13.2,1,2234.31,1
1229,11524541,588,2,0,27,1,137190.29,1,0,0,12458.15,11.011207827179224,0.5,0,0.075,1,0,0,0,13.5,1,485.9,1
1230,17527576,485,0,0,88,2,0.0,2,0,1,102735.48,0.0,0.6666666666666666,3,0.65,0,1,0,0,29.333333333333332,0,5000.0,0
1231,13860294,531,0,1,37,6,129585.58,2,1,1,135953.32,0.9531552951020608,0.2857142857142857,1,0.85,0,0,0,2,5.285714285714286,0,5000.0,0
1232,11406110,427,1,0,92,1,46687.76,2,1,0,126073.4,0.3703191131585794,1.0,3,0.35,0,0,0,0,46.0,0,5000.0,1
1233,17657931,494,0,1,71,4,40055.33,2,0,1,146437.2,0.27353060881655195,0.4,3,0.65,0,0,0,1,14.2,0,5000.0,0
1234,12387441,574,1,0,42,10,225229.33,2,1,1,25683.33,8.769133942758094,0.18181818181818182,1,0.85,0,0,0,2,3.8181818181818183,0,1944.06,0
1235,18829261,417,0,0,45,0,221980.65,2,0,0,117595.22,1.8876512357284954,2.0,1,0.15,0,0,0,0,45.0,1,4941.28,0
1236,19552595,815,0,0,91,2,0.0,2,0,1,48709.83,0.0,0.6666666666666666,3,0.65,4,1,0,0,30.333333333333332,0,2373.42,0
1237,19030954,794,0,1,62,3,157686.12,2,0,1,132642.63,1.1887952704551286,0.5,3,0.65,3,0,0,1,15.5,0,5000.0,0
1238,14445389,782,0,0,69,10,45799.46,2,0,1,163471.2,0.2801666583064276,0.18181818181818182,3,0.65,3,0,0,2,6.2727272727272725,0,5000.0,0
1239,14865737,300,0,0,63,8,0.0,2,0,1,131174.96,0.0,0.2222222222222222,3,0.65,0,1,0,2,7.0,0,5000.0,0
1240,10425709,572,0,1,35,2,230562.27,1,1,1,85092.16,2.709527651811262,0.3333333333333333,1,0.775,0,0,0,0,11.666666666666666,0,3555.9,0
1241,15932105,738,2,0,27,7,103432.66,1,0,0,83427.12,1.239781742654635,0.125,0,0.075,2,0,0,2,3.375,1,4686.54,0
1242,18350490,492,0,1,18,0,56087.07,1,0,1,116147.44,0.4828912898012233,1.0,0,0.575,0,0,0,0,18.0,0,4181.97,0
1243,12959836,427,0,1,48,8,0.0,1,0,0,179537.74,0.0,0.1111111111111111,2,0.075,0,1,0,2,5.333333333333333,0,5000.0,0
1244,10368764,637,0,0,69,2,213496.33,2,1,0,134722.42,1.584700937669189,0.6666666666666666,3,0.35,1,0,0,0,23.0,1,5000.0,0
1245,11755240,301,0,0,40,7,209073.07,1,0,1,28650.4,7.297132775361762,0.125,1,0.575,0,0,0,2,5.0,0,1611.1,0
1246,13672358,637,0,1,34,5,167194.46,1,1,0,159114.12,1.0507766955145432,0.16666666666666666,1,0.275,1,0,1,1,5.666666666666667,1,5000.0,0
1247,17365894,548,1,1,47,8,204294.75,2,1,1,20071.8,10.177690705830777,0.2222222222222222,2,0.85,0,0,0,2,5.222222222222222,0,1384.72,0
1248,13677262,676,0,1,35,3,0.0,2,1,0,80925.19,0.0,0.5,1,0.35,2,1,0,1,8.75,0,4214.79,0
1249,17633130,676,2,1,50,5,241094.84,1,1,0,81740.38,2.9494833583675732,0.16666666666666666,2,0.275,2,0,0,1,8.333333333333334,1,4122.33,0
1250,13154366,595,2,1,59,9,165680.85,3,0,0,128550.97,1.288823889668902,0.3,2,0.225,1,0,0,2,5.9,1,5000.0,0
1251,11073693,621,0,1,38,8,151485.53,1,0,1,168857.2,0.8971168116206378,0.1111111111111111,1,0.575,1,0,0,2,4.222222222222222,0,5000.0,0
1252,17621351,314,0,0,20,5,226888.24,1,1,0,62490.82,3.6306870243177425,0.16666666666666666,0,0.275,0,0,0,1,3.3333333333333335,1,3151.81,0
1253,15917840,840,0,1,25,10,0.0,1,0,0,130593.48,0.0,0.09090909090909091,0,0.075,4,1,0,2,2.272727272727273,0,5000.0,0
1254,11494233,341,1,1,49,1,0.0,2,1,0,119899.46,0.0,1.0,2,0.35,0,1,0,0,24.5,0,5000.0,1
1255,16564242,838,0,1,31,7,215487.77,1,0,1,125896.43,1.7116137319085862,0.125,1,0.575,4,0,0,2,3.875,0,5000.0,0
1256,11524895,836,2,1,77,6,0.0,1,1,1,13594.57,0.0,0.14285714285714285,3,0.775,4,1,0,2,11.0,0,724.61,0
1257,16451205,695,2,1,30,2,0.0,1,1,1,107259.6,0.0,0.3333333333333333,0,0.775,2,1,0,0,10.0,0,4479.38,0
1258,14539530,711,2,1,20,4,149499.56,2,0,1,187854.36,0.7958227010397787,0.4,0,0.65,2,0,0,1,4.0,0,5000.0,0
1259,14858708,316,1,1,64,4,210241.83,1,1,0,56844.67,3.6984669192921817,0.2,3,0.275,0,0,0,1,12.8,1,2703.37,1
1260,19606382,822,2,1,64,7,0.0,1,1,0,159224.94,0.0,0.125,3,0.275,4,1,0,2,8.0,0,5000.0,0
1261,17059992,591,0,0,68,6,104111.34,1,1,0,147018.87,0.7081446881975886,0.14285714285714285,3,0.275,1,0,0,2,9.714285714285714,1,5000.0,1
1262,10554763,487,0,0,29,8,0.0,2,0,0,197329.24,0.0,0.2222222222222222,0,0.15,0,1,0,2,3.2222222222222223,0,5000.0,0
1263,14978270,669,0,1,69,7,56953.75,1,0,1,70383.59,0.8091792535837745,0.125,3,0.575,1,0,0,2,8.625,0,3953.51,0
1264,18084432,594,2,1,82,10,0.0,2,0,1,171918.08,0.0,0.18181818181818182,3,0.65,1,1,0,2,7.454545454545454,0,5000.0,0
1265,13836224,499,1,1,63,9,103403.05,2,0,0,62461.3,1.6554473658510813,0.2,3,0.15,0,0,0,2,6.3,1,4513.35,1
1266,19631371,477,2,1,47,6,0.0,2,0,1,97081.24,0.0,0.2857142857142857,2,0.65,0,1,0,2,6.714285714285714,0,5000.0,0
1267,11677376,365,0,0,54,0,45868.82,2,1,0,101605.65,0.451435216100521,2.0,2,0.35,0,0,0,0,54.0,0,4267.93,0
1268,10085205,800,2,0,78,4,22736.39,1,0,0,143420.59,0.15852836382583682,0.2,3,0.075,4,0,0,1,15.6,0,5000.0,0
1269,18619870,666,0,1,28,1,0.0,2,0,0,57057.75,0.0,1.0,0,0.15,1,1,0,0,14.0,0,2588.34,0
1270,12222977,458,0,1,72,4,6985.2,1,1,0,73960.36,0.09444390963065039,0.2,3,0.275,0,0,0,1,14.4,0,3514.75,0
1271,19938731,698,2,1,38,10,233061.76,1,1,1,195371.96,1.1929069406534047,0.09090909090909091,1,0.775,2,0,1,2,3.4545454545454546,0,5000.0,0
1272,10562500,682,0,1,83,4,67724.27,1,1,0,134109.57,0.50498830927346,0.2,3,0.275,2,0,0,1,16.6,1,5000.0,1
1273,17428517,377,0,0,28,8,209243.8,2,1,1,114533.67,1.8269035917246716,0.2222222222222222,0,0.85,0,0,0,2,3.111111111111111,0,5000.0,0
1274,15471705,396,1,1,56,4,0.0,2,1,1,20529.67,0.0,0.4,2,0.85,0,1,0,1,11.2,0,1138.22,0
1275,19769493,427,0,1,48,6,249718.39,2,1,1,199576.77,1.2512334915857615,0.2857142857142857,2,0.85,0,0,1,2,6.857142857142857,0,5000.0,1
1276,19533512,357,0,1,54,0,127811.14,1,1,0,155456.5,0.8221612981039834,1.0,2,0.275,0,0,0,0,54.0,1,5000.0,1
1277,17600254,753,0,1,46,7,240901.2,1,0,0,195656.54,1.2312390312175039,0.125,2,0.075,3,0,1,2,5.75,1,5000.0,0
1278,18366548,385,0,1,20,2,0.0,1,0,1,73881.35,0.0,0.3333333333333333,0,0.575,0,1,0,0,6.666666666666667,0,3085.33,0
1279,15941398,747,2,1,82,5,179991.25,2,1,0,34038.94,5.287648861895761,0.3333333333333333,3,0.35,3,0,0,1,13.666666666666666,1,2003.53,1
1280,16111270,591,1,1,58,10,0.0,1,1,1,151735.86,0.0,0.09090909090909091,2,0.775,1,1,0,2,5.2727272727272725,0,5000.0,0
1281,15987049,364,0,1,63,2,0.0,2,1,1,150068.59,0.0,0.6666666666666666,3,0.85,0,1,0,0,21.0,0,5000.0,1
1282,19427243,765,0,0,57,10,71342.76,2,1,1,175368.94,0.4068129349876039,0.18181818181818182,2,0.85,3,0,0,2,5.181818181818182,0,5000.0,0
1283,10416077,395,0,1,57,9,0.0,1,1,1,11368.33,0.0,0.1,2,0.775,0,1,0,2,5.7,0,703.98,0
1284,14618771,850,1,1,63,0,0.0,1,0,1,121551.53,0.0,1.0,3,0.575,4,1,0,0,63.0,0,4376.16,1
1285,10350380,307,2,0,49,4,161801.91,2,1,1,37063.89,4.365368681790233,0.4,2,0.85,0,0,0,1,9.8,0,2056.44,0
1286,19837853,643,2,1,27,10,67185.64,2,1,0,100995.49,0.6652274747369933,0.18181818181818182,0,0.35,1,0,0,2,2.4545454545454546,1,5000.0,0
1287,12736803,472,0,0,20,4,33623.81,1,0,0,199862.56,0.1682338191113978,0.2,0,0.075,0,0,0,1,4.0,0,5000.0,0
1288,12036844,594,0,0,58,8,171738.14,1,1,1,151614.99,1.1327178617505977,0.1111111111111111,2,0.775,1,0,0,2,6.444444444444445,0,5000.0,0
1289,19544081,762,0,1,31,10,113356.43,2,1,0,60220.13,1.8823364822280817,0.18181818181818182,1,0.35,3,0,0,2,2.8181818181818183,1,4554.03,0
1290,17984633,733,1,1,52,0,107172.48,1,1,1,128732.56,0.8325139147864784,1.0,2,0.775,2,0,0,0,52.0,0,4635.68,0
1291,11711635,455,0,0,63,8,0.0,1,1,0,101467.3,0.0,0.1111111111111111,3,0.275,0,1,0,2,7.0,0,5000.0,0
1292,10704643,335,1,1,62,10,0.0,2,0,0,96121.27,0.0,0.18181818181818182,3,0.15,0,1,0,2,5.636363636363637,0,5000.0,0
1293,18973817,456,1,1,30,6,162739.79,1,0,0,22414.33,7.260200496713633,0.14285714285714285,0,0.075,0,0,0,2,4.285714285714286,1,1195.95,1
1294,10038777,745,0,0,67,10,19761.56,1,1,1,132542.37,0.14909504715324504,0.09090909090909091,3,0.775,3,0,0,2,6.090909090909091,0,5000.0,0
1295,15779383,583,0,1,88,7,0.0,2,0,1,126389.96,0.0,0.25,3,0.65,1,1,0,2,11.0,0,5000.0,0
1296,14978810,717,0,0,45,6,142112.54,2,0,1,27209.55,5.222700018926483,0.2857142857142857,1,0.65,2,0,0,2,6.428571428571429,0,1692.99,0
1297,16108106,572,0,0,26,1,183092.59,1,0,1,34519.42,5.303892304902432,0.5,0,0.575,0,0,0,0,13.0,0,1344.09,0
1298,17894546,591,0,0,55,8,188951.69,2,1,1,97529.81,1.937353847466252,0.2222222222222222,2,0.85,1,0,0,2,6.111111111111111,0,5000.0,0
1299,18982445,335,1,0,64,9,0.0,1,0,1,112277.3,0.0,0.1,3,0.575,0,1,0,2,6.4,0,5000.0,0
1300,10472093,312,0,0,47,3,72300.27,2,1,0,46343.47,1.5600625058394237,0.5,2,0.35,0,0,0,1,11.75,1,2414.3,0
1301,16043627,687,0,1,62,1,0.0,2,1,1,168037.23,0.0,1.0,3,0.85,2,1,0,0,31.0,0,5000.0,1
1302,17930310,411,1,0,75,6,153966.66,2,1,0,144661.91,1.0643133060160341,0.2857142857142857,3,0.35,0,0,0,2,10.714285714285714,1,5000.0,1
1303,19877629,498,2,0,61,10,68298.03,1,1,1,52809.04,1.2932773768018353,0.09090909090909091,3,0.775,0,0,0,2,5.545454545454546,0,3422.82,0
1304,19333313,503,0,0,77,8,131390.6,1,1,0,162778.87,0.807167372722438,0.1111111111111111,3,0.275,0,0,0,2,8.555555555555555,1,5000.0,0
1305,10027600,648,2,0,28,8,0.0,2,1,1,121279.0,0.0,0.2222222222222222,0,0.85,1,1,0,2,3.111111111111111,0,5000.0,0
1306,10406089,818,2,0,39,6,0.0,2,1,0,70249.18,0.0,0.2857142857142857,1,0.35,4,1,0,2,5.571428571428571,0,4366.97,0
1307,12184118,717,1,1,59,4,91083.06,2,0,1,167401.65,0.5440956878520143,0.4,2,0.65,2,0,0,1,11.8,0,5000.0,0
1308,10802540,651,1,0,37,3,231612.64,1,0,1,107311.37,2.1583032785502736,0.25,1,0.575,1,0,0,1,9.25,0,4792.89,0
1309,10241656,760,0,1,92,8,0.0,3,1,1,93077.36,0.0,0.3333333333333333,3,0.925,3,1,0,2,10.222222222222221,0,5000.0,1
1310,18195139,581,2,1,68,7,90964.98,1,0,0,13023.29,6.984256339501039,0.125,3,0.075,1,0,0,2,8.5,1,732.45,0
1311,14542135,380,0,1,48,8,228993.35,1,1,1,166038.59,1.3791490932975685,0.1111111111111111,2,0.775,0,0,1,2,5.333333333333333,0,5000.0,1
1312,11575368,569,2,0,76,9,199293.23,2,1,1,62477.17,3.1898058153751947,0.2,3,0.85,0,0,0,2,7.6,0,4515.49,0
1313,17697732,838,1,0,91,10,60398.21,2,1,1,65181.43,0.9266026136184244,0.18181818181818182,3,0.85,4,0,0,2,8.272727272727273,0,4928.61,0
1314,11594155,729,0,1,18,9,142888.36,1,1,1,168744.1,0.846770424741222,0.1,0,0.775,2,0,0,2,1.8,0,5000.0,0
1315,15700021,492,0,1,59,4,0.0,2,0,0,26393.56,0.0,0.4,2,0.15,0,1,0,1,11.8,0,1463.36,0
1316,15274597,478,1,1,50,1,201229.39,1,1,1,191359.62,1.0515715824917373,0.5,2,0.775,0,0,1,0,25.0,0,5000.0,1
1317,16410170,805,1,1,74,6,224009.09,3,0,1,72931.75,3.0714471893628033,0.42857142857142855,3,0.725,4,0,0,2,10.571428571428571,0,5000.0,0
1318,16073003,352,0,1,41,4,157491.04,2,1,1,73366.87,2.1465941426403687,0.4,1,0.85,0,0,0,1,8.2,0,4069.06,0
1319,15118123,813,1,0,42,10,159382.38,2,1,0,142832.81,1.115858913236299,0.18181818181818182,1,0.35,4,0,0,2,3.8181818181818183,1,5000.0,1
1320,12891863,673,2,1,75,0,0.0,1,0,0,78578.44,0.0,1.0,3,0.075,2,1,0,0,75.0,0,2829.03,0
1321,17865261,745,0,1,84,9,0.0,1,0,1,61465.26,0.0,0.1,3,0.575,3,1,0,2,8.4,0,3806.17,0
1322,15334401,481,0,1,28,6,120311.46,2,1,1,40276.29,2.9870793193881715,0.2857142857142857,0,0.85,0,0,0,2,4.0,0,2504.88,0
1323,16130294,657,0,1,64,0,0.0,1,0,1,73067.41,0.0,1.0,3,0.575,1,1,0,0,64.0,0,2630.62,0
1324,11726914,479,2,0,76,2,205498.67,1,0,0,194775.94,1.0550461979739492,0.3333333333333333,3,0.075,0,0,1,0,25.333333333333332,1,5000.0,1
1325,15108514,309,0,1,30,0,0.0,2,0,1,34913.52,0.0,2.0,0,0.65,0,1,0,0,30.0,0,1466.37,0
1326,10269745,550,2,1,67,10,0.0,2,1,0,187862.97,0.0,0.18181818181818182,3,0.35,0,1,0,2,6.090909090909091,0,5000.0,0
1327,11743083,839,0,0,91,7,39399.9,1,0,1,119119.7,0.33075611543585626,0.125,3,0.575,4,0,0,2,11.375,0,5000.0,0
1328,10721117,433,1,1,81,6,0.0,2,0,1,138201.59,0.0,0.2857142857142857,3,0.65,0,1,0,2,11.571428571428571,0,5000.0,0
1329,17604436,389,0,0,32,5,166477.6,3,1,0,161178.32,1.0328719590081408,0.5,1,0.425,0,0,1,1,5.333333333333333,1,5000.0,1
1330,14063381,807,0,0,92,4,0.0,1,0,0,18396.83,0.0,0.2,3,0.075,4,1,0,1,18.4,0,874.49,0
1331,15984234,801,2,0,44,1,98527.43,1,0,1,195130.35,0.504928756962938,0.5,1,0.575,4,0,0,0,22.0,0,5000.0,0
1332,11823227,766,0,0,53,8,224385.04,1,1,1,154342.09,1.4538068403321458,0.1111111111111111,2,0.775,3,0,1,2,5.888888888888889,0,5000.0,0
1333,10778861,838,1,1,39,1,217714.77,1,0,1,162384.11,1.340731117526724,0.5,1,0.575,4,0,1,0,19.5,0,5000.0,0
1334,16368565,846,2,1,70,2,0.0,2,1,0,90879.01,0.0,0.6666666666666666,3,0.35,4,1,0,0,23.333333333333332,0,4427.92,1
1335,13609815,806,2,1,27,10,180979.57,1,0,1,123459.61,1.4658891609234719,0.09090909090909091,0,0.575,4,0,0,2,2.4545454545454546,0,5000.0,0
1336,15459707,831,2,1,71,1,0.0,2,1,0,116660.29,0.0,1.0,3,0.35,4,1,0,0,35.5,0,5000.0,0
1337,17189798,710,0,1,22,10,0.0,2,1,0,28638.62,0.0,0.18181818181818182,0,0.35,2,1,0,2,2.0,0,2165.3,0
1338,16035239,473,1,1,81,0,72255.27,1,1,0,46789.86,1.5442176100204186,1.0,3,0.275,0,0,0,0,81.0,1,1685.25,1
1339,17859126,552,2,1,42,5,0.0,1,0,1,156050.53,0.0,0.16666666666666666,1,0.575,0,1,0,1,7.0,0,5000.0,0
1340,11109576,509,0,1,56,6,162422.06,1,0,0,103902.25,1.5632048083192778,0.14285714285714285,2,0.075,0,0,0,2,8.0,1,5000.0,1
1341,14315315,580,0,0,35,1,0.0,1,0,0,45267.05,0.0,0.5,1,0.075,1,1,0,0,17.5,0,1760.14,0
1342,19127641,684,2,1,26,9,191049.63,1,0,1,172907.2,1.1049194312357655,0.1,0,0.575,2,0,1,2,2.6,0,5000.0,0
1343,11965390,433,0,1,19,10,70493.88,1,1,0,42397.46,1.6626518982057368,0.09090909090909091,0,0.275,0,0,0,2,1.7272727272727273,1,2748.13,1
1344,18648243,308,1,1,91,2,8154.8,1,0,0,185433.82,0.04397663826027927,0.3333333333333333,3,0.075,0,0,0,0,30.333333333333332,0,5000.0,1
1345,15078017,632,2,0,28,2,228991.53,2,1,1,153414.5,1.4926231704097694,0.6666666666666666,0,0.85,1,0,1,0,9.333333333333334,0,5000.0,0
1346,13661634,847,1,1,22,8,0.0,1,1,1,164956.23,0.0,0.1111111111111111,0,0.775,4,1,0,2,2.4444444444444446,0,5000.0,1
1347,14279625,774,0,0,56,4,0.0,1,1,1,106029.38,0.0,0.2,2,0.775,3,1,0,1,11.2,0,5000.0,0
1348,14381243,305,0,1,90,0,121634.12,1,1,0,105410.53,1.1538976808324477,1.0,3,0.275,0,0,0,0,90.0,1,3796.0,0
1349,19260459,629,0,1,24,8,66095.66,1,1,0,32792.96,2.015482729136707,0.1111111111111111,0,0.275,1,0,0,2,2.6666666666666665,1,1936.94,0
1350,14456878,592,0,0,37,3,184644.7,2,0,0,187445.23,0.9850542206156934,0.5,1,0.15,1,0,1,1,9.25,1,5000.0,0
1351,11333344,534,2,1,59,4,80165.14,1,1,1,84007.18,0.9542539786006554,0.2,2,0.775,0,0,0,1,11.8,0,3992.95,0
1352,14293888,668,2,1,54,7,247964.28,2,0,1,118395.71,2.0943511014790865,0.25,2,0.65,1,0,0,2,6.75,0,5000.0,0
1353,18002383,534,0,1,28,6,72675.92,1,0,1,23790.86,3.0546548273232945,0.14285714285714285,0,0.575,0,0,0,2,4.0,0,1268.43,0
1354,14111377,803,0,1,89,9,93659.26,1,1,0,47694.06,1.9637098684853316,0.1,3,0.275,4,0,0,2,8.9,1,2954.43,0
1355,12133851,800,2,1,44,8,0.0,2,1,1,175282.72,0.0,0.2222222222222222,1,0.85,4,1,0,2,4.888888888888889,0,5000.0,0
1356,14989607,654,0,1,68,10,5816.66,1,0,0,92914.27,0.06260176610367703,0.09090909090909091,3,0.075,1,0,0,2,6.181818181818182,0,5000.0,0
1357,19931029,552,1,1,52,10,0.0,1,0,1,82992.84,0.0,0.09090909090909091,2,0.575,0,1,0,2,4.7272727272727275,0,5000.0,0
1358,16222146,628,0,0,61,6,62274.89,2,0,0,59949.68,1.0387687012057245,0.2857142857142857,3,0.15,1,0,0,2,8.714285714285714,1,3727.27,1
1359,15990841,795,1,1,85,6,25007.97,2,1,0,192305.13,0.13004250046527377,0.2857142857142857,3,0.35,3,0,0,2,12.142857142857142,0,5000.0,1
1360,14527913,465,0,1,42,5,191216.53,1,0,0,138328.38,1.3823276732679637,0.16666666666666666,1,0.075,0,0,0,1,7.0,1,5000.0,0
1361,19226601,778,1,0,79,7,218595.27,2,0,1,103812.89,2.105645689608587,0.25,3,0.65,3,0,0,2,9.875,0,5000.0,0
1362,12490345,625,0,1,39,0,106244.76,1,0,1,191437.56,0.5549809818878704,1.0,1,0.575,1,0,0,0,39.0,0,5000.0,0
1363,19433945,335,1,0,41,4,131546.99,2,0,1,119291.3,1.1027282565597276,0.4,1,0.65,0,0,0,1,8.2,0,5000.0,0
1364,16033529,713,0,1,20,3,155122.17,1,1,1,186795.05,0.8304360290273806,0.25,0,0.775,2,0,0,1,5.0,0,5000.0,0
1365,14959810,411,0,0,44,6,28245.83,1,0,1,40320.13,0.7005217859717722,0.14285714285714285,1,0.575,0,0,0,2,6.285714285714286,0,2148.6,0
1366,13174721,584,1,0,61,10,120105.05,1,0,0,88007.44,1.3646992265741786,0.09090909090909091,3,0.075,1,0,0,2,5.545454545454546,1,5000.0,1
1367,10879674,823,0,1,65,5,240046.66,2,1,1,113934.17,2.106870600184298,0.3333333333333333,3,0.85,4,0,0,1,10.833333333333334,0,5000.0,0
1368,10942778,729,0,0,50,6,55931.32,1,1,0,43955.23,1.2724321444309485,0.14285714285714285,2,0.275,2,0,0,2,7.142857142857143,1,2342.73,0
1369,11675399,685,0,0,44,4,25594.45,2,0,0,130612.44,0.19595571481770943,0.4,1,0.15,2,0,0,1,8.8,0,5000.0,0
1370,14042841,338,0,0,34,3,73739.92,2,0,1,150047.13,0.49144177938105593,0.5,1,0.65,0,0,0,1,8.5,0,5000.0,0
1371,13110890,773,0,1,85,7,139241.59,1,0,1,55429.62,2.5119977009097134,0.125,3,0.575,3,0,0,2,10.625,0,3114.58,0
1372,15919640,484,2,1,46,2,217780.11,2,0,0,84656.0,2.5724997342216236,0.6666666666666666,2,0.15,0,0,0,0,15.333333333333334,1,4126.72,0
1373,10927488,327,0,1,40,9,91927.39,2,0,1,186331.13,0.49335232737370627,0.2,1,0.65,0,0,0,2,4.0,0,5000.0,0
1374,12589078,828,2,0,88,1,0.0,2,1,1,121926.62,0.0,1.0,3,0.85,4,1,0,0,44.0,0,5000.0,0
1375,12181711,405,2,1,65,2,89051.12,1,1,1,142211.47,0.6261836251068559,0.3333333333333333,3,0.775,0,0,0,0,21.666666666666668,0,5000.0,0
1376,19838350,478,0,1,81,8,211025.25,2,0,1,161162.37,1.3093871765029486,0.2222222222222222,3,0.65,0,0,1,2,9.0,0,5000.0,0
1377,17418308,378,1,0,47,0,119980.56,2,0,1,51858.95,2.3135494731483544,2.0,2,0.65,0,0,0,0,47.0,0,2179.32,1
1378,18922210,642,2,1,50,4,86187.5,1,1,1,146540.02,0.5881458993529594,0.2,2,0.775,1,0,0,1,10.0,0,5000.0,0
1379,18015483,778,1,0,72,4,48352.75,2,0,1,178377.98,0.27106753273283657,0.4,3,0.65,3,0,0,1,14.4,0,5000.0,0
1380,12502797,586,0,1,91,10,35772.32,1,0,0,191077.31,0.18721287622859967,0.09090909090909091,3,0.075,1,0,0,2,8.272727272727273,0,5000.0,0
1381,14545794,778,0,0,77,1,243663.51,2,0,0,28788.45,8.463638937180113,1.0,3,0.15,3,0,0,0,38.5,1,1308.54,0
1382,19055144,816,0,1,52,4,0.0,2,0,0,49643.01,0.0,0.4,2,0.15,4,1,0,1,10.4,0,2752.49,0
